specie	ProteinName	T	N	p	q	log2(A,B)
P21281	P21281	17.989873363548746	17.028439524724728		1.0	0.9614338388240178
P21291	P21291	20.1176806061445	21.19840433490737	0.02038400316373517	0.03572697239976176	-1.0807237287628695
P21333	P21333	23.323183039464773	23.14519761004779	0.21195686149253923	0.26163276836963495	0.1779854294169816
P21397	P21397	17.46900931806778	18.05155359598249	0.31330888650109334	0.36342444437172367	-0.5825442779147103
P21399	P21399	18.84457796054363	17.07013216123863		1.0	1.7744457993050027
P21810	P21810	21.45614814807076	22.035384729672202	0.3966484730886991	0.4458649447439281	-0.5792365816014424
P21964	P21964	19.6782816832409	18.58710361013029	0.0014177672170715128	0.0042160210943157275	1.091178073110612
P21980	P21980	22.23558769858137	22.274042136620686	0.6154842495946151	0.647361824368982	-0.038454438039316585
P22061	P22061	19.21846636789683	18.6472990876674	0.0050376978525786984	0.010770384695360817	0.5711672802294316
P22105;Q16473	P22105;Q16473	18.42152364920522	19.015436654729637		1.0	-0.5939130055244171
P22314	P22314	21.973575860248005	20.82572315274258	0.002419758714729601	0.006135823842569454	1.1478527075054252
P22352	P22352	19.084758952211317	19.129756223270295		1.0	-0.04499727105897833
P22626	P22626	22.183966252145932	20.70624763350594	4.248090275515589e-05	0.00038906963482789763	1.4777186186399938
P22695	P22695	19.218573066640413	18.285849674818877		1.0	0.9327233918215363
P23141	P23141	20.627116379753286	19.96662121757012	0.21822034879378982	0.2683515692658751	0.6604951621831674
P23142	P23142	20.365365149052717	19.65647893986529	0.06541553847137917	0.09468103829176669	0.7088862091874262
P23246	P23246	20.392832721731068	18.370427393485215		1.0	2.0224053282458527
P23381	P23381	21.29721731917632	20.823874039914667	0.04541856742327838	0.07041116122185498	0.4733432792616519
P23526	P23526	20.16712176363357	18.048263032508267	0.00026382946214632716	0.001301174786420581	2.1188587311253038
P24752	P24752	20.168964869129237	19.41850781050136	0.019454564157932182	0.03439856358197485	0.7504570586278767
P25311	P25311	19.612329025957024	19.35297324325142		1.0	0.25935578270560455
P25705	P25705	23.13917025113017	21.82390074344106	0.0001091393949875859	0.0006611169812473653	1.3152695076891092
P26038	P26038	21.542883485209053	20.608487948886804	0.0030659733066346535	0.007320459337056987	0.9343955363222491
P26599	P26599	20.698469225783377	19.152708874191944	0.00010268434107945564	0.0006337513264645	1.5457603515914329
P27105	P27105	18.725786191870284	18.97655728668481	0.7928896273273466	0.7980312639430289	-0.25077109481452453
P27797	P27797	21.10994628505916	19.236640253889284		1.0	1.873306031169875
P27824	P27824	21.386367979088494	19.634034442132105	1.2780883239339893e-05	0.00021584797952105614	1.7523335369563888
P28070	P28070	19.199361407133964	17.93871821193511		1.0	1.2606431951988526
P28838	P28838	20.91822999752913	19.671186419922165		1.0	1.2470435776069664
P29401	P29401	22.35517271285408	21.344263783671416	0.015905960325993947	0.029395250048466298	1.0109089291826656
P30040	P30040	22.394749642566186	20.831790449600096		1.0	1.5629591929660904
P30041	P30041	22.330284407361226	22.144725033770165	0.19714378669025384	0.24707745377114093	0.18555937359106167
P30043	P30043	19.114681914102388	20.77841828499263	0.020867369526059092	0.036115732936137464	-1.6637363708902413
P30044	P30044	22.062015488338293	21.191488305233275	0.004783929214360014	0.010295126500788043	0.8705271831050183
P30086	P30086	20.505478300980748	20.419477195871742	0.3032352070126976	0.3548713293982118	0.0860011051090055
P30101	P30101	23.27787592546286	21.507294870032112	3.063579143654154e-05	0.0003578999215922499	1.7705810554307497
P30153	P30153	19.107478635183924	18.54079599911132	0.002008822270520197	0.005430585735132884	0.5666826360726027
P31146	P31146	21.521846986711996	19.258096746966196	2.435423794395382e-06	9.958068013428871e-05	2.2637502397458
P31153	P31153	19.217961622468206	18.051717590515267		1.0	1.1662440319529388
P31937	P31937	19.21814446255809	18.032741599430327		1.0	1.1854028631277629
P31939	P31939	19.87102461168336	18.42993930198345	5.567759089254999e-05	0.00044420875018003205	1.4410853096999112
P31943;P55795	P31943;P55795	20.880009459373543	19.348980458655564		1.0	1.5310290007179788
P31948	P31948	20.32265285338329	18.908049338061293	9.139592139342666e-05	0.0006228394441248156	1.4146035153219962
P32119	P32119	22.285621340455805	23.655491202782606	0.016293259795189984	0.029774568871550985	-1.3698698623268015
P34932	P34932	19.40876933784844	17.449298664851014		1.0	1.9594706729974263
P35221	P35221	18.61878479104127	18.017131824842057		1.0	0.6016529661992145
P35222	P35222	18.513002876542114	18.34594074372097		1.0	0.1670621328211439
P35542	P35542	18.02369350849573	17.970506692465943		1.0	0.053186816029786144
P35555	P35555	20.98390892438062	20.148636630676748	0.05313015429841268	0.08021597310568798	0.8352722937038735
P35579	P35579	21.87189262530453	20.6272585444871	1.0451918668206628e-05	0.00020111183588199347	1.2446340808174305
P35580	P35580	20.259361698026385	20.55492402103008	0.8061657575079442	0.8064308343099627	-0.29556232300369345
P35606	P35606	18.877652749923573	16.94083117914008		1.0	1.9368215707834935
P35611	P35611	18.080120988236462	18.204967141974958	0.7341270327880707	0.7480949349767806	-0.1248461537384955
P35749	P35749	19.99937324325897	20.246897760461636	0.8626935040138471	0.8499805237116657	-0.24752451720266677
P36542	P36542	18.78311837394376	17.590023245345115		1.0	1.193095128598646
P36873;P62136;P62140	P36873;P62136;P62140	19.313328294918467	18.047561487940417		1.0	1.2657668069780499
P37802	P37802	22.106699705573643	21.216002521313804	0.0004127364047449941	0.0017089769920239498	0.8906971842598388
P38606	P38606	20.009987317123546	19.007025521668442	0.0010672149895819259	0.0033193423015142813	1.0029617954551036
P38646	P38646	21.84600636214425	20.273862361025266		1.0	1.5721440011189856
P38919;P60842;Q14240	P38919;P60842;Q14240	20.176607791671294	18.686789213441994		1.0	1.4898185782293005
P39060	P39060	19.68132248038733	19.4931493776321	0.27481968273290613	0.3292878581153248	0.18817310275522914
P40121	P40121	20.1165099515704	19.757052622075292	0.3037654768373459	0.3548713293982118	0.35945732949510756
P40227	P40227	19.61389266355768	18.716880654710664	0.0019498368279145984	0.005315052433487547	0.8970120088470175
P40925	P40925	21.129345419156277	19.91714200259572	0.0038646451336619043	0.008902496415286468	1.2122034165605555
P40926	P40926	22.123246595705254	20.504069239805304	0.00010207969036422195	0.0006337513264645	1.61917735589995
P40939	P40939	21.299758965247275	20.28620843042523	0.0014559919257195657	0.004257251347986652	1.0135505348220448
P42166;P42167	P42166;P42167	19.067522604711098	17.776850726055947		1.0	1.29067187865515
P42765	P42765	18.769428822297723	18.071947726365806		1.0	0.6974810959319164
P43652	P43652	18.974852408371714	19.081822192458606	0.6811194338301624	0.7028368763855128	-0.10696978408689262
P45974	P45974	19.186206229814925	18.28153421825115	0.0002665139288229081	0.001301174786420581	0.9046720115637754
P46060	P46060	18.696186897892503	17.824791323774594		1.0	0.8713955741179085
P46939	P46939	16.64009707467987	17.393067246268934		1.0	-0.752970171589066
P46940	P46940	20.840742545860834	19.833445022326657	0.00031883923324760235	0.0014485376573591222	1.0072975235341772
P47755	P47755	20.076882910786757	19.175024432518544		1.0	0.9018584782682133
P48637	P48637	19.74496432355138	18.877704610365104	4.088036417259606e-05	0.00038906963482789763	0.8672597131862751
P49189	P49189	19.742278180977216	19.190371035870864	0.01364112514826523	0.02594252695982728	0.5519071451063517
P49327	P49327	20.320050349205168	19.08605431235756	0.0043950194652087144	0.009713810297335658	1.233996036847607
P49368	P49368	21.042156250506704	19.525588862487137	0.0004264235669411304	0.0017220537786618083	1.516567388019567
P49411	P49411	19.522600228857428	17.94595071956496	0.00039605253834999683	0.0016824904439630903	1.5766495092924693
P49720	P49720	19.676235091260338	18.310381196907404		1.0	1.3658538943529344
P49748	P49748	18.946604044034007	18.256285694568533	0.00035527366063458786	0.001591954610520582	0.6903183494654748
P49773	P49773	18.487108580005806	17.912366008669114		1.0	0.5747425713366923
P50395	P50395	19.567597190349215	18.3902935027988	6.000496823308877e-05	0.00045646689380558937	1.1773036875504133
P50454	P50454	21.08657253528128	18.069436497446	0.0005689430880200215	0.002188435815069351	3.0171360378352823
P50502;Q8NFI4	P50502;Q8NFI4	19.000996849415408	17.888443098507434	0.0009121023134766458	0.002983555270736327	1.1125537509079741
P50895	P50895	18.228051778040815	19.83663778093715	0.015374181835684866	0.028902359279603915	-1.6085860028963346
P50897	P50897	19.729379919197626	19.47958474157651		1.0	0.2497951776211167
P50990	P50990	18.758351084710284	17.14978458141723		1.0	1.608566503293055
P50995	P50995	20.094063911046675	18.972995486786647	0.00042414160094510277	0.0017220537786618083	1.1210684242600273
P51659	P51659	19.961426823108717	19.621195538831383	0.07744833899909494	0.11111374653819513	0.3402312842773334
P51884	P51884	23.669223624347552	23.718409769471513	0.7152871493279832	0.731174395451371	-0.04918614512396147
P51888	P51888	19.59741107378125	20.053850808184052	0.46778059747788636	0.513471650420048	-0.45643973440280305
P51991	P51991	19.71138928921325	18.01422508476099	0.007445499867126109	0.015442651598339359	1.6971642044522603
P52209	P52209	21.751344907263626	20.864587524885316	0.017194229752080306	0.031073822527681587	0.8867573823783097
P52272	P52272	21.809863195671262	19.8652734327342	1.3197371834296674e-05	0.00021584797952105614	1.9445897629370634
P52565	P52565	21.85030947440484	21.061497314210236	0.002822625664217439	0.006788985919221205	0.7888121601946025
P52907	P52907	20.99312793061769	19.666604894802884	3.776901210732447e-05	0.00038906963482789763	1.3265230358148052
P52943	P52943	19.766545442548985	20.530768822148353		1.0	-0.7642233795993683
P53004	P53004	18.8652261412806	18.349448362254805		1.0	0.5157777790257967
P53396	P53396	19.16401085407905	18.198841819176494	0.003990406146407821	0.009064526834343863	0.965169034902555
P53621	P53621	19.564236769370694	17.578364902865083		1.0	1.9858718665056116
P53675;Q00610	P53675;Q00610	18.994985111067066	17.576035083578624		1.0	1.4189500274884423
P53999	P53999	20.381169999828735	18.3211927876247		1.0	2.0599772122040356
P54920	P54920	18.67724104992495	17.744655360032223	0.0005107388825166447	0.0019888872615489153	0.9325856898927292
P55060	P55060	19.39764687199889	17.109187180483687		1.0	2.288459691515204
P55072	P55072	20.96335881417773	19.58651677326725	0.0001820776691241212	0.0009895843821019384	1.376842040910482
P55209	P55209	20.49642072189087	18.683642069019136		1.0	1.8127786528717351
P55268	P55268	18.916400812935034	19.55692590404363	0.2799192039446216	0.33417400368485056	-0.6405250911085965
P58546	P58546	20.007108131572053	19.005829602065088		1.0	1.0012785295069655
P60033	P60033	20.22328114585325	20.6495627408358	0.5665688954280019	0.6017173607671339	-0.4262815949825516
P60174	P60174	22.800125298100035	21.42644051427922	2.813990871306886e-06	0.00010075042360389005	1.3736847838208135
P60660	P60660	21.70128540879429	21.503858244079264	0.20817099486552354	0.25891368125108544	0.19742716471502675
P60709;P62736;P63261;P63267;P68032;P68133;A5A3E0;Q562R1;Q6S8J3;Q9BYX7	P60709;P62736;P63261;P63267;P68032;P68133;A5A3E0;Q562R1;Q6S8J3;Q9BYX7	26.65546979661543	25.87204438432289	0.0014113286974993052	0.0042160210943157275	0.7834254122925408
P60709;P63261	P60709;P63261	24.924673611142524	24.15654245542795	0.002713082734232133	0.006672705027772948	0.768131155714574
P60842	P60842	19.92595515952162	17.83321968483007		1.0	2.092735474691551
P61106	P61106	18.309089534299694	17.80538311970478		1.0	0.5037064145949159
P61158	P61158	22.090207076853698	20.813349803414095	1.829790089697005e-05	0.0002488340055983387	1.276857273439603
P61160	P61160	21.602642958852606	20.25355547376064	5.4007835978523446e-05	0.0004416592341504693	1.3490874850919674
P61916	P61916	20.09732110807099	19.753213611227196	0.1679168569801248	0.2137232174983763	0.3441074968437938
P61978	P61978	21.063515994298502	19.876861426034964	0.0007924937710440033	0.002787426593696645	1.1866545682635383
P62241	P62241	20.989336250043877	19.24829446808441	0.0022387075483413362	0.005766126593684037	1.741041781959467
P62258	P62258	21.791591708404784	20.906091428928292	0.0021218845127247035	0.005552675070148845	0.8855002794764921
P62263	P62263	19.968591291831743	17.76624316716203		1.0	2.2023481246697116
P62491;Q15907	P62491;Q15907	18.55988087591054	17.610782782035255		1.0	0.9490980938752855
P62714;P67775	P62714;P67775	18.16125882352172	17.35727903950263		1.0	0.8039797840190914
P62736;P63267;P68032	P62736;P63267;P68032	19.840126289411934	19.88419830612887		1.0	-0.04407201671693528
P62736;P63267;P68032;P68133	P62736;P63267;P68032;P68133	22.813866563430057	22.942842503106533	0.8857340103940474	0.867455858704614	-0.1289759396764758
P62826	P62826	18.786125560704058	18.265727204804673	0.009750559410644611	0.019567370071190755	0.5203983558993848
P62857	P62857	21.13073293143088	19.245584840615656		1.0	1.8851480908152247
P62937	P62937	21.206803350227453	20.590026960369997	0.006426569660625789	0.013562446923468145	0.6167763898574563
P63000	P63000	18.777807498217694	18.455698745212636		1.0	0.3221087530050575
P63027;Q15836	P63027;Q15836	19.416946781314493	19.2077998184342		1.0	0.20914696288029333
P63104	P63104	21.338994208591174	19.85931768158929	0.0003787487485942756	0.0016518875254187485	1.4796765270018852
P63241;Q9GZV4;Q6IS14	P63241;Q9GZV4;Q6IS14	19.42257446485437	18.039168467495834		1.0	1.3834059973585369
P67936	P67936	20.132471322265438	19.08179840239988	0.00029852840768234334	0.0013753646129651298	1.0506729198655584
P68104;Q05639;Q5VTE0	P68104;Q05639;Q5VTE0	19.963507274474015	18.06153621258507		1.0	1.9019710618889434
P68133	P68133	19.40269607416336	19.311923043390767	0.46654793085926927	0.513471650420048	0.09077303077259202
P68871	P68871	27.473786538727243	29.922395451021412	0.002206952607852111	0.005729450773972452	-2.448608912294169
P69905	P69905	26.314435737065622	28.860847911684235	3.830092125250201e-05	0.00038906963482789763	-2.546412174618613
P78371	P78371	19.45249466614519	17.883540663300586	0.0018295794060729958	0.005099757218052577	1.5689540028446025
P80188	P80188	18.802063237096316	17.410082535555564		1.0	1.3919807015407528
P80723	P80723	19.796057706039036	18.083525886986735		1.0	1.7125318190523018
P98095	P98095	19.384501945192586	17.950076611689166		1.0	1.4344253335034196
P98160	P98160	20.619975476100304	20.26611809704834	0.08933335951258492	0.12382039751399956	0.3538573790519628
P98179	P98179	19.609922858335093	18.171815390444056		1.0	1.4381074678910366
Q00610	Q00610	20.61289602602845	19.371601111165436	7.14424119789841e-05	0.0005193188957583902	1.2412949148630155
Q00839	Q00839	22.35012218169775	21.010206815966512	0.0040573559211486325	0.009153045786364649	1.3399153657312368
Q01082	Q01082	19.90446344292393	20.693626500937032	0.19970384375068398	0.249330646389639	-0.7891630580131022
Q01518	Q01518	20.33541699409246	19.18731938569931		1.0	1.1480976083931473
Q01995	Q01995	21.904096309035047	21.38348323167943	0.10350669933877749	0.14166451830364996	0.5206130773556161
Q03252	Q03252	18.180290477400558	17.389366679862448	0.015212232010333334	0.028763211032835054	0.7909237975381096
Q04760	Q04760	18.149849682142023	17.946090698631128	0.1601955212698883	0.20630377917556875	0.2037589835108946
Q04917	Q04917	18.926000915801403	18.29967011369464		1.0	0.6263308021067644
Q05682	Q05682	20.262990309091016	19.54844245026314		1.0	0.7145478588278777
Q05707	Q05707	20.788509828201768	18.807507801399858	0.03905367748963667	0.061417075227363234	1.9810020268019102
Q06830	Q06830	22.216330810951142	20.859893913027864	0.002344804130334933	0.005992211463816556	1.3564368979232775
Q07065	Q07065	20.61621289345932	17.4217419622177		1.0	3.1944709312416215
Q08211	Q08211	20.362353398795875	18.345198179999322		1.0	2.017155218796553
Q08257	Q08257	18.431556077798152	18.075144275204		1.0	0.3564118025941525
Q08380	Q08380	19.23055440781725	17.57788423703704		1.0	1.6526701707802118
Q08431	Q08431	18.366530223860526	17.560453819274578		1.0	0.8060764045859479
Q09666	Q09666	20.69246705511446	20.843362575053696	0.8895272718321854	0.8685703318047662	-0.15089551993923678
Q13126	Q13126	18.272970084208	17.717764246765157		1.0	0.5552058374428448
Q13200	Q13200	19.88944542710589	18.883566318753665	0.0008784613479046643	0.002943005068080708	1.0058791083522252
Q13228	Q13228	20.31962832530673	21.635000776174753	0.0009303564804400959	0.0030003281191223565	-1.315372450868022
Q13283	Q13283	19.736889730602304	17.544806288153374		1.0	2.1920834424489293
Q13404	Q13404	18.779172701825537	18.340883181302058	0.034228798292688614	0.05435192898963017	0.4382895205234796
Q13423	Q13423	19.292113686415508	18.97848488932964		1.0	0.3136287970858689
Q13561	Q13561	19.014804077897338	18.83477129553748	0.15009491952167517	0.19405998856736925	0.1800327823598593
Q13642	Q13642	17.69643649196922	19.197021213013443	0.015560286572925639	0.029085067279889847	-1.5005847210442234
Q13813	Q13813	19.648014457744566	20.044280971233707	0.5441944985192539	0.5813540983582851	-0.39626651348914166
Q14112	Q14112	19.33068215357887	18.63499791120727	0.02042430516138047	0.03572697239976176	0.6956842423715983
Q14195	Q14195	20.201118897399944	18.927111961267165	0.0007164899185225981	0.002604102682161891	1.2740069361327784
Q14204	Q14204	19.117947844099852	18.127132742681205	0.0007862707756905458	0.002787426593696645	0.9908151014186473
Q14254	Q14254	17.638058939766964	17.42762026089901	0.05434292256851706	0.08154118674286237	0.21043867886795553
Q14315	Q14315	18.419652193111418	17.874467985373794		1.0	0.5451842077376234
Q14624	Q14624	19.410083135782816	19.530923591711346	0.8402352998688776	0.8303543395109013	-0.12084045592852988
Q14697	Q14697	21.705396038430646	19.760381059324377	9.157168300720217e-07	8.388805603922531e-05	1.9450149791062685
Q14764	Q14764	19.407787245060934	18.189565894320314	0.0005753627408489276	0.002188435815069351	1.2182213507406203
Q14974	Q14974	20.349240367550355	18.75807417132122	2.6471327012722532e-05	0.0003330373141817303	1.5911661962291355
Q14980	Q14980	18.657052860318505	17.709563079425493		1.0	0.9474897808930116
Q15019	Q15019	20.008743363393634	19.02847035002743	0.0015862511467044237	0.004530566383100626	0.9802730133662045
Q15063	Q15063	21.903964285888044	19.33927997502035	0.016035419867194926	0.029468013754097383	2.564684310867694
Q15084	Q15084	22.024005028155184	19.86734959331476	1.134879749315653e-06	8.388805603922531e-05	2.156655434840424
Q15109	Q15109	18.752862898982833	22.54250567153254		1.0	-3.789642772549705
Q15113	Q15113	19.520675829242283	17.58249765629671	0.00039177247874338036	0.0016824904439630903	1.9381781729455732
Q15149	Q15149	21.577848678325946	20.79800935006673	0.0024879209256324876	0.00621234845463141	0.7798393282592144
Q15181	Q15181	19.319849733168105	18.053032555889054		1.0	1.2668171772790515
Q15233	Q15233	20.83174373810311	18.233647683187286	3.95238107531421e-05	0.00038906963482789763	2.5980960549158247
Q15365	Q15365	21.336126049076626	19.714110591780024		1.0	1.6220154572966017
Q15582	Q15582	20.4178285751477	18.742123555842742	0.0002567902548814797	0.001292277289350358	1.6757050193049565
Q15631	Q15631	18.407329854283322	17.61700460892947	0.00014814496231646448	0.0008810787534401264	0.7903252453538521
Q15746	Q15746	18.660225303391524	18.81557459139229	0.9313606057439496	0.9013463293627917	-0.15534928800076742
Q15833	Q15833	18.21858277721999	17.11556249022028		1.0	1.1030202869997083
Q15942	Q15942	20.82734778058347	20.705733389525133	0.28441743910491846	0.33708363610090636	0.12161439105833693
Q16527	Q16527	17.660769301190673	17.416172670157636		1.0	0.24459663103303697
Q16555	Q16555	20.525783228187432	20.96226893595844	0.5126766359227253	0.5516459989603967	-0.43648570777100915
Q16853	Q16853	19.054409356409632	20.2575171303805	0.013320331175211478	0.025480587810920222	-1.203107773970867
Q16881	Q16881	19.65569971985623	18.506415514552852		1.0	1.1492842053033776
Q1KMD3	Q1KMD3	20.15220044405823	18.487820721181226		1.0	1.6643797228770048
Q6NZI2	Q6NZI2	19.03836905320867	20.386313818463414	0.02702891182943308	0.04423418983934143	-1.347944765254745
Q6PCB0	Q6PCB0	18.71012846515388	17.754912978183114		1.0	0.955215486970765
Q7KZF4	Q7KZF4	20.06261516614366	17.598273865494058	3.7746629048516795e-06	0.00010289338559413967	2.464341300649604
Q7L5N1	Q7L5N1	18.035965803272425	16.943152288434582		1.0	1.092813514837843
Q7Z406	Q7Z406	17.79449336493548	18.512955362993786	0.2866833068654973	0.33854247635723894	-0.7184619980583058
Q86UX7	Q86UX7	19.969997712535843	18.802913461361864	0.00021232718537816575	0.0011202228926825112	1.1670842511739785
Q86VP6	Q86VP6	19.117111462875673	18.19309558444707	0.0014576618380871828	0.004257251347986652	0.9240158784286017
Q8IWL1;Q8IWL2	Q8IWL1;Q8IWL2	18.907543370475654	20.477005181773105	0.0157489381579605	0.029270432536248923	-1.569461811297451
Q8NBS9	Q8NBS9	21.381226845968804	18.332926942864873		1.0	3.0482999031039313
Q8WU39	Q8WU39	22.32541881567225	17.97193412376863		1.0	4.3534846919036205
Q8WUM4	Q8WUM4	18.561820055449704	17.788087719601474		1.0	0.77373233584823
Q8WWI1	Q8WWI1	17.251385997763755	19.776831176466416		1.0	-2.525445178702661
Q92530	Q92530	18.502665955336774	18.262763324658444	0.012806917592990352	0.024788396871634817	0.23990263067832984
Q92597	Q92597	22.471950023228132	19.47461798857662	0.02067545466207191	0.03597391877362228	2.99733203465151
Q93052	Q93052	19.00704605189986	18.93129167538337	0.4413990027049842	0.49110521682656966	0.07575437651648897
Q96CW1	Q96CW1	19.891770271839956	18.512910892629257		1.0	1.3788593792106987
Q96CX2	Q96CX2	19.596301245178115	19.20596688241492	0.12669326504264097	0.16816616202570764	0.3903343627631948
Q96G03	Q96G03	19.262263347997493	18.34354748244418	4.400869911108089e-05	0.00038906963482789763	0.9187158655533132
Q96KP4	Q96KP4	21.234098889005484	20.223014483972957	0.0010570338557068114	0.0033193423015142813	1.011084405032527
Q96PD5	Q96PD5	17.877454894017642	17.732807495114397	0.3110982100685758	0.3621443573816687	0.14464739890324552
Q96PK6	Q96PK6	19.543342033140583	17.87609215272546		1.0	1.667249880415124
Q96QK1	Q96QK1	19.91170650337351	18.61298800012946		1.0	1.29871850324405
Q99497	Q99497	21.777370831696025	21.122108170369422	0.0008056312863341141	0.0028034899284935925	0.6552626613266028
Q99536	Q99536	20.78172338389934	20.526322719316433	0.08808938482413288	0.12261574611154501	0.25540066458290767
Q99715	Q99715	18.999498871010964	17.8990595842992	0.028731949108162635	0.046526914154990696	1.1004392867117652
Q99798	Q99798	21.07784504142937	19.594681642045956	0.0002553485694366843	0.001292277289350358	1.4831633993834146
Q9BQE3	Q9BQE3	20.810915157944077	19.13096890604806	0.00463850975853785	0.010115276202364213	1.6799462518960162
Q9BSJ8	Q9BSJ8	19.212422565051288	17.97817782477586		1.0	1.2342447402754289
Q9BTV4	Q9BTV4	18.558104573686357	17.450043065631444	0.0004524184254920029	0.0017830056605147569	1.108061508054913
Q9BUF5	Q9BUF5	20.185092826854387	19.125808780432255		1.0	1.0592840464221318
Q9BWD1	Q9BWD1	18.867521022160805	17.5803836134198	0.007506344070668725	0.015442651598339359	1.2871374087410032
Q9H223	Q9H223	18.80892375435294	19.864411021418483	0.1119660500333623	0.15260390463911064	-1.0554872670655442
Q9H4M9	Q9H4M9	18.365131072584578	18.110787350325662		1.0	0.2543437222589162
Q9H8H3	Q9H8H3	20.041523417034316	19.64231284784699	0.0816167986219993	0.11507529614757338	0.3992105691873249
Q9HBL0	Q9HBL0	18.88149505942544	19.831159220126167	0.11883694960461785	0.15996897136748156	-0.9496641607007277
Q9NRV9	Q9NRV9	18.37343034046433	18.506893566613194	0.8345222093919797	0.8272075500374816	-0.1334632261488622
Q9NY33	Q9NY33	19.171893333916824	17.84958135153443	6.605604142902643e-06	0.000144049519925994	1.322311982382395
Q9NZN4	Q9NZN4	18.99745165499955	20.43505768538816	0.0258584957876293	0.043155655436812435	-1.4376060303886078
Q9NZU5	Q9NZU5	17.709798876006147	18.274794660353596	0.36817614120357467	0.41672382355546617	-0.5649957843474489
Q9P2E9	Q9P2E9	19.984451978901124	17.470096469309155		1.0	2.5143555095919687
Q9UBQ7	Q9UBQ7	19.446269398936753	18.492944420403635	0.004259233706021036	0.00954265329362378	0.9533249785331179
Q9UGT4	Q9UGT4	17.50993878602707	19.355444433166944		1.0	-1.8455056471398734
Q9UJ70	Q9UJ70	19.26501926316409	18.47794434383359		1.0	0.7870749193304967
Q9UJU6	Q9UJU6	19.44724253991162	20.350843544333006	0.12698283988011255	0.16816616202570764	-0.903601004421386
Q9ULA0	Q9ULA0	18.838969780705348	18.85532543973895	0.5456178671855914	0.5813540983582851	-0.016355659033603587
Q9UNZ2	Q9UNZ2	18.495601945256517	17.72241580829983	0.0006620781028118174	0.0024455758297409875	0.7731861369566886
Q9UPN3	Q9UPN3	18.468779277995864	18.77181048199714		1.0	-0.30303120400127526
Q9Y230	Q9Y230	19.427496569676755	17.89668331602596	0.0014124612388660797	0.0042160210943157275	1.5308132536507948
Q9Y490	Q9Y490	21.035107178523102	20.543435197308998	0.017084088347588584	0.031046298864875768	0.49167198121410394
Q9Y5P6	Q9Y5P6	19.88086546342418	18.179029102355884		1.0	1.7018363610682954
Q9Y678	Q9Y678	19.73632282499084	17.34744284688424		1.0	2.3888799781066012
Q9Y696	Q9Y696	19.668661568196068	18.55747289831249		1.0	1.1111886698835782
Q9Y6C2	Q9Y6C2	18.797198337618088	16.966922038241925	1.9017753282805132e-05	0.0002488340055983387	1.8302762993761625
Q9Y6N5	Q9Y6N5	19.343328546628033	18.85996750672102	0.06415682598158047	0.09327191258301451	0.4833610399070132
